item_id,cefr_level,kind,section,concept_group,concept
pcic-00986,A1,vocab,nociones_especificas,3.1. Datos personales,fecha de nacimiento
pcic-00987,A1,vocab,nociones_especificas,3.1. Datos personales,nacionalidad
pcic-00988,A1,vocab,nociones_especificas,3.1. Datos personales,extranjero
pcic-00989,A1,vocab,nociones_especificas,3.1. Datos personales,español
pcic-00990,A1,vocab,nociones_especificas,3.1. Datos personales,alemán
pcic-00991,A1,vocab,nociones_especificas,3.1. Datos personales,mexicano
pcic-00992,A1,vocab,nociones_especificas,3.1. Datos personales,japonés
pcic-00993,A1,vocab,nociones_especificas,3.1. Datos personales,marroquí
pcic-00994,A1,vocab,nociones_especificas,3.1. Datos personales,de Laos
pcic-00995,A1,vocab,nociones_especificas,3.1. Datos personales,de Bali
pcic-00996,A1,vocab,nociones_especificas,3.1. Datos personales,de Mozambique
pcic-00997,A1,vocab,nociones_especificas,3.1. Datos personales,edad
pcic-00998,A1,vocab,nociones_especificas,3.1. Datos personales,niño
pcic-00999,A1,vocab,nociones_especificas,3.1. Datos personales,chico
pcic-01000,A1,vocab,nociones_especificas,3.1. Datos personales,joven
pcic-01001,A1,vocab,nociones_especificas,3.1. Datos personales,viejo
pcic-01002,A1,vocab,nociones_especificas,3.1. Datos personales,muchos
pcic-01003,A1,vocab,nociones_especificas,3.1. Datos personales,pocos ~ años
pcic-01004,A1,vocab,nociones_especificas,3.1. Datos personales,hombre
pcic-01005,A1,vocab,nociones_especificas,3.1. Datos personales,mujer
pcic-01006,A1,vocab,nociones_especificas,3.1. Datos personales,niña
pcic-01007,A1,vocab,nociones_especificas,3.1. Datos personales,chica
pcic-01008,A1,vocab,nociones_especificas,3.1. Datos personales,estado civil
pcic-01009,A1,vocab,nociones_especificas,3.1. Datos personales,soltero
pcic-01010,A1,vocab,nociones_especificas,3.1. Datos personales,casado
pcic-01011,A1,vocab,nociones_especificas,3.1. Datos personales,viudo
pcic-01012,A1,vocab,nociones_especificas,3.1. Datos personales,separado
pcic-01013,A1,vocab,nociones_especificas,3.1. Datos personales,divorciado
pcic-01014,A1,vocab,nociones_especificas,3.1. Datos personales,marido
pcic-01015,A2,vocab,nociones_especificas,3.1. Datos personales,apellidarse
pcic-01016,A2,vocab,nociones_especificas,3.1. Datos personales,presentar
pcic-01017,A2,vocab,nociones_especificas,3.1. Datos personales,dirección electrónica
pcic-01018,A2,vocab,nociones_especificas,3.1. Datos personales,prefijo
pcic-01019,A2,vocab,nociones_especificas,3.1. Datos personales,extensión
pcic-01020,A2,vocab,nociones_especificas,3.1. Datos personales,la nacionalidad
pcic-01021,A2,vocab,nociones_especificas,3.1. Datos personales,bebé
pcic-01022,A2,vocab,nociones_especificas,3.1. Datos personales,adolescente
pcic-01023,A2,vocab,nociones_especificas,3.1. Datos personales,persona mayor
pcic-01024,A2,vocab,nociones_especificas,3.1. Datos personales,casarse
pcic-01025,A2,vocab,nociones_especificas,3.1. Datos personales,separarse
pcic-01026,A2,vocab,nociones_especificas,3.1. Datos personales,divorciarse
pcic-01027,A1,vocab,nociones_especificas,3.2. Documentación,de identidad
pcic-01028,A1,vocab,nociones_especificas,3.2. Documentación,de conducir
pcic-01029,A2,vocab,nociones_especificas,3.2. Documentación,de estudiante
pcic-01030,A2,vocab,nociones_especificas,3.2. Documentación,de la biblioteca
pcic-01031,A1,vocab,nociones_especificas,3.3. Objetos personales,llaves
pcic-01032,A1,vocab,nociones_especificas,3.3. Objetos personales,cartera
pcic-01033,A1,vocab,nociones_especificas,3.3. Objetos personales,bolso
pcic-01034,A1,vocab,nociones_especificas,3.3. Objetos personales,maleta
pcic-01035,A1,vocab,nociones_especificas,3.3. Objetos personales,reloj
pcic-01036,A1,vocab,nociones_especificas,3.3. Objetos personales,ordenador
pcic-01037,A1,vocab,nociones_especificas,3.3. Objetos personales,tarjeta de crédito
pcic-01038,A2,vocab,nociones_especificas,3.3. Objetos personales,paraguas
pcic-01039,A2,vocab,nociones_especificas,3.3. Objetos personales,agenda
pcic-01040,A2,vocab,nociones_especificas,3.3. Objetos personales,tarjeta de visita
pcic-01041,A2,vocab,nociones_especificas,3.3. Objetos personales,maletín
pcic-01042,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],familia
pcic-01043,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],padres
pcic-01044,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],padre
pcic-01045,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],madre
pcic-01046,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],hijo
pcic-01047,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],hermano
pcic-01048,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],tío
pcic-01049,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],sobrino
pcic-01050,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],abuelo
pcic-01051,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],nieto
pcic-01052,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],primo
pcic-01053,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],pareja
pcic-01054,A1,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],novio
pcic-01055,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],papá
pcic-01056,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],mamá
pcic-01057,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],hijo único
pcic-01058,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],gemelos
pcic-01059,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],ex marido
pcic-01060,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],ex mujer
pcic-01061,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],juntos
pcic-01062,A2,vocab,nociones_especificas,4.1. Relaciones familiares [ v. Nociones específicas 3.1.8. ],con la pareja
pcic-01063,A1,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],amigo
pcic-01064,A1,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],jefe
pcic-01065,A1,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],compañero
pcic-01066,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],vecino
pcic-01067,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],de clase
pcic-01068,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],de trabajo
pcic-01069,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],de piso
pcic-01070,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],reunión
pcic-01071,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],cita
pcic-01072,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],visitar
pcic-01073,A2,vocab,nociones_especificas,4.2. Relaciones sociales [ v. Saberes y comportamientos socioculturales 2. ],invitar
pcic-01074,A1,vocab,nociones_especificas,"4.3. Celebraciones y actos familiares, sociales y religiosos [ v. Saberes y comportamientos socioculturales 3.5. , Nociones específicas 3.1.8. ]",fiesta
pcic-01075,A2,vocab,nociones_especificas,"4.3. Celebraciones y actos familiares, sociales y religiosos [ v. Saberes y comportamientos socioculturales 3.5. , Nociones específicas 3.1.8. ]",de cumpleaños
pcic-01076,A2,vocab,nociones_especificas,"4.3. Celebraciones y actos familiares, sociales y religiosos [ v. Saberes y comportamientos socioculturales 3.5. , Nociones específicas 3.1.8. ]",de fin de curso
pcic-01077,A2,vocab,nociones_especificas,"4.3. Celebraciones y actos familiares, sociales y religiosos [ v. Saberes y comportamientos socioculturales 3.5. , Nociones específicas 3.1.8. ]",regalo
pcic-01078,A2,vocab,nociones_especificas,"4.3. Celebraciones y actos familiares, sociales y religiosos [ v. Saberes y comportamientos socioculturales 3.5. , Nociones específicas 3.1.8. ]",regalar
pcic-01079,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],desayuno
pcic-01080,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],comida
pcic-01081,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],merienda
pcic-01082,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],cena
pcic-01083,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],desayunar
pcic-01084,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],comer
pcic-01085,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],merendar
pcic-01086,A1,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],cenar
pcic-01087,A2,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],tener hambre
pcic-01088,A2,vocab,nociones_especificas,5.1. Dieta y nutrición [ v. Nociones generales 5.10 .],ser vegetariano
pcic-01089,A1,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],con gas
pcic-01090,A1,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],sin gas
pcic-01091,A1,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],solo
pcic-01092,A1,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],con leche
pcic-01093,A1,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],cortado
pcic-01094,A1,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],tinto
pcic-01095,A1,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],beber
pcic-01096,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],con
pcic-01097,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],sin ~ alcohol
pcic-01098,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],hielo
pcic-01099,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],de naranja
pcic-01100,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],de tomate
pcic-01101,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],de frutas
pcic-01102,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],infusión
pcic-01103,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],ron
pcic-01104,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],ginebra
pcic-01105,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],cava
pcic-01106,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],champán
pcic-01107,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],botella
pcic-01108,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],lata
pcic-01109,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],tener sed
pcic-01110,A2,vocab,nociones_especificas,5.2. Bebida [ v. Nociones generales 5.10. ],tomar algo
pcic-01111,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],carne
pcic-01112,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],pescado
pcic-01113,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],fruta
pcic-01114,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],verdura
pcic-01115,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],leche
pcic-01116,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],huevos
pcic-01117,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],pan
pcic-01118,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],bocadillo
pcic-01119,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],sándwich
pcic-01120,A1,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],hamburguesa
pcic-01121,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],lechuga
pcic-01122,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],tomate
pcic-01123,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],zanahoria
pcic-01124,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],plátano
pcic-01125,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],manzana
pcic-01126,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],naranja
pcic-01127,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],patata
pcic-01128,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],ajo
pcic-01129,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],cebolla
pcic-01130,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],perejil
pcic-01131,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],queso
pcic-01132,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],yogur
pcic-01133,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],mantequilla
pcic-01134,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],mayonesa
pcic-01135,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],salsa
pcic-01136,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],merluza
pcic-01137,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],salmón
pcic-01138,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],sardina
pcic-01139,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],atún
pcic-01140,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],gambas
pcic-01141,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],pasta
pcic-01142,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],arroz
pcic-01143,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],chocolate
pcic-01144,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],galletas
pcic-01145,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],cereales
pcic-01146,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],azúcar
pcic-01147,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],sal
pcic-01148,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],pimienta
pcic-01149,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],aceite
pcic-01150,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],ternera
pcic-01151,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],cerdo
pcic-01152,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],cordero
pcic-01153,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],pollo
pcic-01154,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],filete
pcic-01155,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],serrano
pcic-01156,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],York
pcic-01157,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],fresa
pcic-01158,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],vainilla
pcic-01159,A2,vocab,nociones_especificas,5.3. Alimentos [ v. Nociones generales 5.10. ],crema
pcic-01160,A2,vocab,nociones_especificas,5.4. Recetas,receta
pcic-01161,A2,vocab,nociones_especificas,5.4. Recetas,ingrediente
pcic-01162,A2,vocab,nociones_especificas,5.4. Recetas,cocinar
pcic-01163,A1,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],plato
pcic-01164,A1,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],postre
pcic-01165,A1,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],sopa
pcic-01166,A1,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],ensalada
pcic-01167,A1,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],paella
pcic-01168,A1,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],tortilla
pcic-01169,A2,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],con patatas
pcic-01170,A2,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],plato combinado
pcic-01171,A2,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],tapa
pcic-01172,A2,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],aperitivo
pcic-01173,A2,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],bueno
pcic-01174,A2,vocab,nociones_especificas,5.5. Platos [ v. Nociones generales 5.10. ],rico
pcic-01175,A2,vocab,nociones_especificas,5.6. Utensilios de cocina y mesa,plato
pcic-01176,A2,vocab,nociones_especificas,5.6. Utensilios de cocina y mesa,vaso
pcic-01177,A2,vocab,nociones_especificas,5.6. Utensilios de cocina y mesa,taza
pcic-01178,A2,vocab,nociones_especificas,5.6. Utensilios de cocina y mesa,servilleta
pcic-01179,A1,vocab,nociones_especificas,5.7. Restaurante,bar
pcic-01180,A1,vocab,nociones_especificas,5.7. Restaurante,restaurante
pcic-01181,A1,vocab,nociones_especificas,5.7. Restaurante,camarero
pcic-01182,A1,vocab,nociones_especificas,5.7. Restaurante,mesa
pcic-01183,A1,vocab,nociones_especificas,5.7. Restaurante,el menú
pcic-01184,A1,vocab,nociones_especificas,5.7. Restaurante,la cuenta
pcic-01185,A2,vocab,nociones_especificas,5.7. Restaurante,chino
pcic-01186,A2,vocab,nociones_especificas,5.7. Restaurante,italiano
pcic-01187,A2,vocab,nociones_especificas,5.7. Restaurante,mexicano
pcic-01188,A2,vocab,nociones_especificas,5.7. Restaurante,vegetariano
pcic-01189,A2,vocab,nociones_especificas,5.7. Restaurante,china
pcic-01190,A2,vocab,nociones_especificas,5.7. Restaurante,japonesa
pcic-01191,A2,vocab,nociones_especificas,5.7. Restaurante,rápida
pcic-01192,A2,vocab,nociones_especificas,5.7. Restaurante,cocinero
pcic-01193,A2,vocab,nociones_especificas,5.7. Restaurante,chef
pcic-01194,A2,vocab,nociones_especificas,5.7. Restaurante,reservar una mesa
pcic-01195,A2,vocab,nociones_especificas,5.7. Restaurante,algo
pcic-01196,A2,vocab,nociones_especificas,5.7. Restaurante,el menú
pcic-01197,A2,vocab,nociones_especificas,5.7. Restaurante,una sopa
pcic-01198,A2,vocab,nociones_especificas,5.7. Restaurante,el plato del día
pcic-01199,A2,vocab,nociones_especificas,5.7. Restaurante,la carta
pcic-01200,A2,vocab,nociones_especificas,5.7. Restaurante,la cuenta
pcic-01201,A1,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",instituto
pcic-01202,A1,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",universidad
pcic-01203,A1,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",clase
pcic-01204,A1,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",biblioteca
pcic-01205,A2,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",de idiomas
pcic-01206,A2,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",de ballet
pcic-01207,A2,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",de música
pcic-01208,A2,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",municipal
pcic-01209,A2,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",pública
pcic-01210,A2,vocab,nociones_especificas,"6.1. Centros e instituciones educativas [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",aula
pcic-01211,A1,vocab,nociones_especificas,6.2. Profesorado y alumnado [ v. Referentes culturales 1.7. ],profesor
pcic-01212,A1,vocab,nociones_especificas,6.2. Profesorado y alumnado [ v. Referentes culturales 1.7. ],estudiante
pcic-01213,A1,vocab,nociones_especificas,6.2. Profesorado y alumnado [ v. Referentes culturales 1.7. ],director
pcic-01214,A2,vocab,nociones_especificas,6.2. Profesorado y alumnado [ v. Referentes culturales 1.7. ],de la escuela
pcic-01215,A2,vocab,nociones_especificas,6.2. Profesorado y alumnado [ v. Referentes culturales 1.7. ],del instituto
pcic-01216,A1,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",de español
pcic-01217,A1,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",de matemáticas
pcic-01218,A1,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",de historia
pcic-01219,A1,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",horario
pcic-01220,A1,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",examen
pcic-01221,A2,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",programa
pcic-01222,A2,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",pagar la matrícula
pcic-01223,A2,vocab,nociones_especificas,"6.3. Sistema educativo [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",hacer un curso
pcic-01224,A1,vocab,nociones_especificas,"6.4. Aprendizaje y enseñanza [ v. Saberes y comportamientos socioculturales 1.5. , Referentes culturales 1.7. ]",aprender
pcic-01225,A1,vocab,nociones_especificas,"6.4. Aprendizaje y enseñanza [ v. Saberes y comportamientos socioculturales 1.5. , Referentes culturales 1.7. ]",estudiar
pcic-01226,A1,vocab,nociones_especificas,"6.4. Aprendizaje y enseñanza [ v. Saberes y comportamientos socioculturales 1.5. , Referentes culturales 1.7. ]",ir a clase
pcic-01227,A2,vocab,nociones_especificas,"6.4. Aprendizaje y enseñanza [ v. Saberes y comportamientos socioculturales 1.5. , Referentes culturales 1.7. ]",dar clases
pcic-01228,A1,vocab,nociones_especificas,"6.5. Exámenes y calificaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",un examen
pcic-01229,A2,vocab,nociones_especificas,"6.5. Exámenes y calificaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",diploma
pcic-01230,A2,vocab,nociones_especificas,"6.5. Exámenes y calificaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",certificado
pcic-01231,A2,vocab,nociones_especificas,"6.5. Exámenes y calificaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",aprobar
pcic-01232,A2,vocab,nociones_especificas,"6.5. Exámenes y calificaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7. ]",suspender
pcic-01233,A2,vocab,nociones_especificas,"6.6. Estudios y titulaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7 .]",Matemáticas
pcic-01234,A2,vocab,nociones_especificas,"6.6. Estudios y titulaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7 .]",Historia
pcic-01235,A2,vocab,nociones_especificas,"6.6. Estudios y titulaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7 .]",Medicina
pcic-01236,A2,vocab,nociones_especificas,"6.6. Estudios y titulaciones [ v. Saberes y comportamientos socioculturales 1.5.1. , Referentes culturales 1.7 .]",Derecho
pcic-01237,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,ejercicio
pcic-01238,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,actividad
pcic-01239,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,lección
pcic-01240,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,unidad
pcic-01241,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,página
pcic-01242,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,pregunta
pcic-01243,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,en parejas
pcic-01244,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,en grupos
pcic-01245,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,hablar
pcic-01246,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,leer
pcic-01247,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,escribir
pcic-01248,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,entender
pcic-01249,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,comprender
pcic-01250,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,saber
pcic-01251,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,repetir
pcic-01252,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,practicar
pcic-01253,A1,vocab,nociones_especificas,6.7. Lenguaje de aula,los deberes
